City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Cap Malheureux,MU,2022-07-10 16:51:59,-19.9842,57.6142,71.47,62,68,10.0
295,Kosh-Agach,RU,2022-07-10 16:51:59,50.0,88.6667,46.35,82,41,0.96
296,Berlevag,NO,2022-07-10 16:51:59,70.8578,29.0864,62.4,82,20,12.66
297,Bloemfontein,ZA,2022-07-10 16:52:00,-29.1211,26.214,56.68,47,0,12.66
298,Baruun-Urt,MN,2022-07-10 16:52:00,46.6806,113.2792,63.77,48,73,7.52
299,Tiarei,PF,2022-07-10 16:52:01,-17.5333,-149.3333,71.62,75,48,22.59
300,Guerrero Negro,MX,2022-07-10 16:52:01,27.9769,-114.0611,74.77,65,14,13.0
301,Morondava,MG,2022-07-10 16:52:01,-20.2833,44.2833,73.42,63,0,11.32
302,Samarai,PG,2022-07-10 16:52:02,-10.6167,150.6667,80.46,74,17,11.12
303,Mwene-Ditu,CD,2022-07-10 16:52:02,-7.0,23.45,74.8,29,7,2.86
304,Strezhevoy,RU,2022-07-10 16:52:03,60.7333,77.5889,62.58,63,4,7.67
305,Balykshi,KZ,2022-07-10 16:52:03,47.0667,51.8667,87.8,20,0,6.71
306,Yatou,CN,2022-07-10 16:52:03,37.15,122.3833,74.32,87,97,4.79
307,Changping,CN,2022-07-10 16:52:04,40.2186,116.2197,69.44,72,37,1.86
308,Paraiso,CR,2022-07-10 16:52:04,9.8383,-83.8656,75.96,80,94,4.18
309,Werda,BW,2022-07-10 16:52:05,-25.2667,23.2833,57.29,32,4,8.34
310,Mahibadhoo,MV,2022-07-10 16:52:05,3.7833,72.9667,82.18,75,100,10.36
311,Fairbanks,US,2022-07-10 16:52:05,64.8378,-147.7164,62.6,93,75,0.0
312,Bengkulu,ID,2022-07-10 16:52:06,-3.8004,102.2655,74.55,89,90,4.25
313,Noshiro,JP,2022-07-10 16:52:06,40.2039,140.0242,69.49,89,94,5.53
314,Neuquen,AR,2022-07-10 16:53:06,-38.9516,-68.0591,44.49,65,0,3.44
315,Jingdezhen,CN,2022-07-10 16:53:07,29.2947,117.2079,82.47,87,26,2.28
316,Cacu,BR,2022-07-10 16:53:07,-18.5567,-51.1308,87.85,21,61,9.75
317,Margherita,IN,2022-07-10 16:53:07,27.2833,95.6833,78.04,96,46,3.18
318,Nanortalik,GL,2022-07-10 16:53:07,60.1432,-45.2371,44.1,85,90,5.61
319,Srednekolymsk,RU,2022-07-10 16:53:08,67.45,153.6833,55.29,60,89,8.95
320,Altamira,BR,2022-07-10 16:53:08,-3.2033,-52.2064,88.27,55,35,2.06
321,Lorengau,PG,2022-07-10 16:53:08,-2.0226,147.2712,81.34,75,33,8.97
322,Longyearbyen,SJ,2022-07-10 16:53:09,78.2186,15.6401,46.24,76,75,6.91
323,Mayo,US,2022-07-10 16:53:09,38.8876,-76.5119,82.99,69,0,5.75
324,Otukpo,NG,2022-07-10 16:53:10,7.1913,8.1329,77.05,90,56,3.94
325,Petrovskaya,RU,2022-07-10 16:53:10,45.4314,37.955,72.97,82,87,1.61
326,Rosita,NI,2022-07-10 16:53:10,13.9268,-84.4032,81.99,82,85,5.48
327,Bilibino,RU,2022-07-10 16:53:11,68.0546,166.4372,41.86,82,96,1.7
328,Talnakh,RU,2022-07-10 16:53:11,69.4865,88.3972,52.21,56,38,6.46
329,Labuan,MY,2022-07-10 16:51:02,5.2767,115.2417,77.36,83,20,5.01
330,Cabedelo,BR,2022-07-10 16:50:36,-6.9811,-34.8339,83.07,72,13,19.01
331,Roma,US,2022-07-10 16:53:12,43.2128,-75.4557,76.82,43,48,3.0
332,Jutai,BR,2022-07-10 16:53:12,-5.1833,-68.9,79.99,86,80,4.25
333,Gornozavodsk,RU,2022-07-10 16:53:13,58.3758,58.3211,68.11,75,51,3.09
334,Mago,RU,2022-07-10 16:53:13,53.2514,140.1822,68.92,83,47,2.21
335,Sitka,US,2022-07-10 16:53:13,57.0531,-135.33,53.87,89,100,5.86
336,Mildura,AU,2022-07-10 16:53:14,-34.2,142.15,47.7,66,100,7.25
337,Whitianga,NZ,2022-07-10 16:53:14,-36.8333,175.7,57.02,84,100,2.64
338,Husavik,IS,2022-07-10 16:53:15,66.0449,-17.3389,54.36,82,97,5.73
339,Bagotville,AU,2022-07-10 16:53:15,-28.9833,153.4167,50.85,83,42,8.9
340,Foso,GH,2022-07-10 16:53:16,5.7012,-1.2866,78.28,78,84,5.86
341,Lakeway,US,2022-07-10 16:53:16,30.3638,-97.9796,104.14,39,0,8.05
342,Lakatoro,VU,2022-07-10 16:53:17,-16.0999,167.4164,78.8,86,49,9.46
343,Thessalon,CA,2022-07-10 16:53:17,46.2501,-83.5666,71.89,61,33,10.25
344,Pakxan,LA,2022-07-10 16:53:17,18.3778,103.6601,75.92,95,85,1.28
345,Stephenville,US,2022-07-10 16:53:17,32.2207,-98.2023,97.81,37,0,11.5
346,Ust-Nera,RU,2022-07-10 16:53:18,64.5667,143.2,66.31,67,85,4.14
347,Camacha,PT,2022-07-10 16:53:18,33.0833,-16.3333,69.22,78,40,21.85
348,Ilulissat,GL,2022-07-10 16:53:19,69.2167,-51.1,40.3,81,58,4.52
349,Vanimo,PG,2022-07-10 16:53:19,-2.6741,141.3028,76.87,89,100,3.94
350,Koumac,NC,2022-07-10 16:53:19,-20.5667,164.2833,75.31,88,9,8.88
351,Okhotsk,RU,2022-07-10 16:53:20,59.3833,143.3,55.17,94,38,5.93
352,Phalaborwa,ZA,2022-07-10 16:53:20,-23.943,31.1411,68.49,37,0,5.64
353,Kampene,CD,2022-07-10 16:53:20,-3.6,26.6667,78.22,37,11,0.47
354,Cherskiy,RU,2022-07-10 16:53:20,68.75,161.3,46.29,56,30,3.18
355,Mount Gambier,AU,2022-07-10 16:53:21,-37.8333,140.7667,48.11,71,88,17.27
356,Ingham,US,2022-07-10 16:53:21,42.6,-84.3833,80.83,45,0,6.91
357,Balikpapan,ID,2022-07-10 16:54:22,-1.2675,116.8289,79.79,94,20,2.3
358,Smiths Falls,CA,2022-07-10 16:54:22,44.9001,-76.0161,82.09,48,87,6.29
359,Kargasok,RU,2022-07-10 16:54:22,59.0556,80.8572,65.01,62,10,8.59
360,Nalut,LY,2022-07-10 16:54:23,30.3333,10.85,95.47,20,3,14.05
361,Kirakira,SB,2022-07-10 16:54:23,-10.4544,161.9205,78.3,79,91,3.65
362,Abu Kamal,SY,2022-07-10 16:54:23,34.4506,40.9171,94.57,16,0,10.76
363,Isangel,VU,2022-07-10 16:54:23,-19.55,169.2667,75.65,86,1,5.46
364,Namyslow,PL,2022-07-10 16:54:24,51.0759,17.7228,60.33,57,100,11.48
365,Mayumba,GA,2022-07-10 16:54:24,-3.432,10.6554,71.89,81,87,7.61
366,Kulu,TR,2022-07-10 16:54:24,39.0951,33.0799,73.76,43,68,14.36
367,Nador,MA,2022-07-10 16:54:25,35.174,-2.9287,82.47,73,20,6.91
368,Kulhudhuffushi,MV,2022-07-10 16:54:25,6.6221,73.07,81.34,81,100,15.75
369,Winnemucca,US,2022-07-10 16:51:08,40.973,-117.7357,75.25,22,0,4.61
370,Yuli,NG,2022-07-10 16:54:26,9.6989,10.2744,75.51,90,92,4.79
371,Rocha,UY,2022-07-10 16:54:26,-34.4833,-54.3333,76.41,61,60,14.29
372,Esna,EG,2022-07-10 16:54:26,25.2934,32.554,104.02,13,11,13.09
373,Puri,IN,2022-07-10 16:51:43,19.8,85.85,82.92,84,100,8.39
374,Haikou,CN,2022-07-10 16:54:27,20.0458,110.3417,80.73,94,20,6.71
375,Neiafu,TO,2022-07-10 16:54:27,-18.65,-173.9833,77.68,88,40,25.03
376,Bambari,CF,2022-07-10 16:54:27,5.768,20.6757,73.6,91,96,3.6
377,Eirunepe,BR,2022-07-10 16:54:28,-6.6603,-69.8736,87.6,66,57,2.93
378,Kafanchan,NG,2022-07-10 16:54:28,9.5833,8.3,69.8,94,100,1.63
379,Port Hawkesbury,CA,2022-07-10 16:54:28,45.6169,-61.3485,72.91,52,0,12.66
380,Dale,US,2022-07-10 16:54:29,38.1689,-86.99,82.94,65,0,4.61
381,Ancud,CL,2022-07-10 16:54:29,-41.8697,-73.8203,44.22,86,100,14.85
382,Ternate,ID,2022-07-10 16:54:29,0.8,127.4,79.99,80,94,3.44
383,Raseiniai,LT,2022-07-10 16:54:30,55.3736,23.1217,62.04,81,23,3.44
384,Huhi,MX,2022-07-10 16:54:30,20.7167,-89.1667,93.4,43,14,4.68
385,Mancio Lima,BR,2022-07-10 16:54:30,-7.6142,-72.8958,84.27,74,40,5.75
386,Vestmanna,FO,2022-07-10 16:54:31,62.1564,-7.1664,50.92,100,100,13.8
387,Coihaique,CL,2022-07-10 16:54:31,-45.5752,-72.0662,30.15,80,100,3.44
388,Elblag,PL,2022-07-10 16:54:31,54.1522,19.4088,64.94,64,27,13.35
389,Madimba,TZ,2022-07-10 16:54:31,-10.4,40.3333,74.52,78,40,10.36
390,Giulianova,IT,2022-07-10 16:54:32,42.7612,13.9537,82.81,71,2,2.04
391,Kuito,AO,2022-07-10 16:54:32,-12.3833,16.9333,62.44,33,9,5.14
392,Saurimo,AO,2022-07-10 16:54:32,-9.6608,20.3916,70.77,23,7,2.35
393,Boyabat,TR,2022-07-10 16:54:33,41.4689,34.7667,67.33,94,76,4.03
394,Iquitos,PE,2022-07-10 16:54:33,-3.7481,-73.2472,80.64,78,75,1.14
395,Poltavka,RU,2022-07-10 16:54:33,54.3663,71.7632,69.89,79,92,8.41
396,Abay,KZ,2022-07-10 16:54:34,49.6311,72.8539,59.38,79,75,8.59
397,Victor Harbor,AU,2022-07-10 16:54:34,-35.5667,138.6167,55.0,55,43,4.0
398,Aquiraz,BR,2022-07-10 16:49:40,-3.9014,-38.3911,86.09,64,33,14.14
399,Santona,ES,2022-07-10 16:54:34,43.4439,-3.4576,85.69,60,0,8.59
400,Carlsbad,US,2022-07-10 16:52:28,33.1581,-117.3506,89.89,76,40,4.61
401,Nara,JP,2022-07-10 16:54:35,34.6851,135.8049,79.92,68,20,1.9
402,Jacqueville,CI,2022-07-10 16:54:35,5.2052,-4.4146,77.88,73,61,10.98
403,Wanning,CN,2022-07-10 16:54:35,18.8003,110.3967,80.29,92,100,6.64
404,Vao,NC,2022-07-10 16:55:36,-22.6667,167.4833,75.96,78,79,22.3
405,Chara,RU,2022-07-10 16:55:36,56.9064,118.2631,53.24,85,100,1.88
406,Piranhas,BR,2022-07-10 16:55:36,-16.4269,-51.8222,90.34,20,12,8.84
407,Anloga,GH,2022-07-10 16:55:36,5.7947,0.8973,77.99,80,62,16.35
408,Peace River,CA,2022-07-10 16:55:37,56.2501,-117.286,62.91,67,100,18.41
409,Kandrian,PG,2022-07-10 16:55:37,-6.2167,149.55,75.34,90,60,5.61
410,Constitucion,CL,2022-07-10 16:55:37,-35.3333,-72.4167,53.28,69,100,3.85
411,Qui Nhon,VN,2022-07-10 16:55:38,13.7667,109.2333,78.13,85,91,5.57
412,Show Low,US,2022-07-10 16:55:38,34.2542,-110.0298,80.65,37,0,5.75
413,Hearst,CA,2022-07-10 16:55:38,49.6835,-83.6665,60.35,78,100,7.0
414,Goure,NE,2022-07-10 16:55:39,13.9835,10.2704,92.01,23,53,7.56
415,Hays,US,2022-07-10 16:51:12,30.0502,-98.0336,102.92,38,6,3.0
416,Changchun,CN,2022-07-10 16:54:59,43.88,125.3228,66.16,93,60,4.7
417,Pasinler,TR,2022-07-10 16:55:39,39.9803,41.6764,77.99,35,16,4.21
418,Cabra,ES,2022-07-10 16:55:40,37.4725,-4.4421,95.56,20,1,16.06
419,Adrar,MR,2022-07-10 16:55:40,20.5022,-10.0711,110.64,6,0,12.5
420,Katsuura,JP,2022-07-10 16:55:40,35.1333,140.3,74.37,94,9,2.53
421,Mastic,US,2022-07-10 16:55:41,40.802,-72.8409,80.74,61,20,7.0
422,Aykhal,RU,2022-07-10 16:55:41,66.0,111.5,57.63,59,93,6.26
423,Makurdi,NG,2022-07-10 16:55:42,7.7411,8.5121,81.21,81,74,3.4
424,Inta,RU,2022-07-10 16:55:42,66.0317,60.1659,62.87,62,69,4.45
425,Corinto,GR,2022-07-10 16:55:42,37.9407,22.9573,87.42,41,23,5.41
426,Hovd,MN,2022-07-10 16:55:43,48.0056,91.6419,60.13,52,98,5.3
427,Dubti,ET,2022-07-10 16:55:43,11.7361,41.0853,93.49,35,97,1.32
428,Zhanakorgan,KZ,2022-07-10 16:55:43,43.9098,67.2495,79.45,25,5,11.56
429,Manaure,CO,2022-07-10 16:55:43,11.7751,-72.4445,90.0,53,84,19.84
430,Gornopravdinsk,RU,2022-07-10 16:55:44,60.05,69.9,69.01,90,72,1.12
431,Nabire,ID,2022-07-10 16:51:43,-3.3667,135.4833,75.51,94,100,2.06
432,Bayanday,RU,2022-07-10 16:55:44,53.0661,105.5139,51.42,86,58,2.42
433,Gondanglegi,ID,2022-07-10 16:55:45,-7.7479,112.0132,74.28,90,43,7.7
434,Belyy Yar,RU,2022-07-10 16:55:45,53.6039,91.3903,66.09,61,0,4.47
435,Shiyan,CN,2022-07-10 16:55:45,32.6475,110.7781,80.56,92,83,2.75
436,Dong Hoi,VN,2022-07-10 16:55:46,17.4833,106.6,78.35,86,66,4.05
437,Lubao,PH,2022-07-10 16:55:46,14.9167,120.55,83.91,90,65,3.29
438,Ulladulla,AU,2022-07-10 16:55:46,-35.35,150.4667,50.67,85,82,5.91
439,Rockland,US,2022-07-10 16:55:46,41.1668,-74.0496,83.23,39,0,1.01
440,Tezu,IN,2022-07-10 16:55:47,27.9167,96.1667,78.55,92,61,3.87
441,Urucui,BR,2022-07-10 16:55:47,-7.2294,-44.5561,94.44,29,11,11.43
442,Monsenhor Gil,BR,2022-07-10 16:55:48,-5.5642,-42.6078,85.24,48,75,9.01
443,Hayden,US,2022-07-10 16:55:48,47.766,-116.7866,69.49,57,0,12.66
444,Mushie,CD,2022-07-10 16:55:48,-3.0167,16.9,86.86,27,50,4.12
445,Dvinskoy,RU,2022-07-10 16:55:49,62.1535,45.1175,72.45,61,56,5.01
446,Fort Saint James,CA,2022-07-10 16:55:49,54.4333,-124.25,61.48,50,82,5.26
447,Santa Cruz De La Palma,ES,2022-07-10 16:55:49,28.6835,-17.7642,75.34,78,0,16.11
448,Ballaghaderreen,IE,2022-07-10 16:50:51,53.9,-8.5833,72.84,68,75,5.75
449,Carupano,VE,2022-07-10 16:55:49,10.6678,-63.2585,77.88,86,100,7.65
450,Talara,PE,2022-07-10 16:56:50,-4.5772,-81.2719,68.76,77,75,13.8
451,Roebourne,AU,2022-07-10 16:56:50,-20.7833,117.1333,64.15,36,1,5.17
452,Tomohon,ID,2022-07-10 16:56:51,1.3346,124.8392,72.54,93,94,3.76
453,Kamina,CD,2022-07-10 16:56:51,-8.7386,24.9906,69.51,34,11,4.83
454,Minas,UY,2022-07-10 16:56:51,-34.3759,-55.2377,71.37,72,60,15.82
455,Petropavlovsk-Kamchatskiy,RU,2022-07-10 16:56:52,53.0452,158.6483,64.99,88,75,2.24
456,Tazovskiy,RU,2022-07-10 16:56:52,67.4667,78.7,49.03,94,76,8.97
457,Fallon,US,2022-07-10 16:56:53,39.4735,-118.7774,81.45,17,0,10.36
458,Grindavik,IS,2022-07-10 16:56:53,63.8424,-22.4338,57.15,87,100,16.11
459,Arys,KZ,2022-07-10 16:56:54,42.4252,68.795,81.19,22,58,8.01
460,Maarianhamina,AX,2022-07-10 16:56:54,60.0973,19.9348,66.06,55,75,6.91
461,Frederico Westphalen,BR,2022-07-10 16:56:11,-27.3592,-53.3944,73.44,63,100,9.13
462,Arlit,NE,2022-07-10 16:56:54,18.7369,7.3853,103.89,12,2,3.11
463,Gat,IL,2022-07-10 16:52:03,31.61,34.7642,82.81,100,0,9.48
464,Moulins,FR,2022-07-10 16:56:55,46.5,3.3333,79.02,43,0,6.44
465,Kodumudi,IN,2022-07-10 16:56:55,11.0775,77.8836,78.91,73,91,17.4
466,Vysokogornyy,RU,2022-07-10 16:56:55,50.1167,139.15,63.54,99,96,2.06
467,Praia Da Vitoria,PT,2022-07-10 16:56:56,38.7333,-27.0667,72.75,73,75,8.25
468,Juegang,CN,2022-07-10 16:56:56,32.3174,121.1855,81.91,94,100,4.7
469,Avila,ES,2022-07-10 16:56:56,40.5833,-5.0,90.64,14,31,4.03
470,Baijiantan,CN,2022-07-10 16:56:57,45.6333,85.1833,83.01,26,68,8.57
471,Umm Lajj,SA,2022-07-10 16:56:57,25.0213,37.2685,86.05,64,81,2.24
472,Adamas,GR,2022-07-10 16:56:57,36.7333,24.4333,74.26,73,0,7.99
473,Menongue,AO,2022-07-10 16:56:57,-14.6585,17.691,64.67,31,1,1.83
474,Varnsdorf,CZ,2022-07-10 16:56:58,50.9115,14.6182,63.14,67,80,10.51
475,Rawson,AR,2022-07-10 16:56:58,-43.3002,-65.1023,42.46,91,96,26.17
476,Aksarka,RU,2022-07-10 16:56:59,66.5606,67.7975,62.71,61,93,5.82
477,Muscat,OM,2022-07-10 16:56:59,23.6139,58.5922,86.34,78,99,5.57
478,Naze,JP,2022-07-10 16:56:59,28.3667,129.4833,79.72,90,6,2.19
479,Itarema,BR,2022-07-10 16:56:59,-2.9248,-39.9167,85.95,58,32,15.1
480,Baykit,RU,2022-07-10 16:57:00,61.67,96.37,54.36,84,3,5.44
481,Turayf,SA,2022-07-10 16:57:00,31.6725,38.6637,93.45,18,0,11.5
482,Omboue,GA,2022-07-10 16:57:01,-1.5746,9.2618,72.97,75,27,10.33
483,Christchurch,NZ,2022-07-10 16:54:14,-43.5333,172.6333,33.33,93,19,1.14
484,Novomichurinsk,RU,2022-07-10 16:57:01,54.0384,39.7479,68.16,73,94,6.42
485,Puerto Colombia,CO,2022-07-10 16:57:02,10.9878,-74.9547,87.89,74,100,3.4
486,La Rioja,ES,2022-07-10 16:57:02,42.25,-2.5,91.18,22,0,6.76
487,Morehead,US,2022-07-10 16:57:03,37.2711,-87.1764,82.99,72,0,6.91
488,Santa Cruz,BO,2022-07-10 16:57:03,-17.8,-63.1667,87.85,45,75,28.77
489,Nemuro,JP,2022-07-10 16:57:03,43.3236,145.575,57.24,100,100,8.34
490,Touros,BR,2022-07-10 16:57:04,-5.1989,-35.4608,80.55,75,39,19.08
491,Tautira,PF,2022-07-10 16:57:04,-17.7333,-149.15,77.63,75,97,20.67
492,Yulara,AU,2022-07-10 16:56:33,-25.2406,130.9889,45.46,44,0,5.68
493,College,US,2022-07-10 16:57:05,64.8569,-147.8028,62.58,92,100,0.0
494,Izumo,JP,2022-07-10 16:57:05,35.3667,132.7667,76.95,94,91,3.0
495,La Peca,PE,2022-07-10 16:58:06,-5.6111,-78.435,78.87,61,80,2.91
496,West Wendover,US,2022-07-10 16:58:06,40.7391,-114.0733,84.18,11,0,2.64
497,Ullapool,GB,2022-07-10 16:58:06,57.8987,-5.1604,64.35,73,48,5.37
498,Cardston,CA,2022-07-10 16:58:06,49.2,-113.3019,64.69,63,99,2.3
499,Ranot,TH,2022-07-10 16:58:07,7.7777,100.3213,81.81,75,100,12.62
500,Komsomolskiy,UZ,2022-07-10 16:58:07,40.4272,71.7189,83.12,24,85,4.61
501,Abnub,EG,2022-07-10 16:58:07,27.2696,31.1511,100.62,17,4,9.73
502,Chipinge,ZW,2022-07-10 16:58:08,-20.1883,32.6236,56.64,65,33,6.15
503,Segezha,RU,2022-07-10 16:53:53,63.7415,34.3222,65.98,65,100,6.46
504,Port-Gentil,GA,2022-07-10 16:58:08,-0.7193,8.7815,75.16,78,75,14.97
505,Havelock,US,2022-07-10 16:53:25,34.8791,-76.9013,82.38,90,100,9.22
506,Iki-Burul,RU,2022-07-10 16:58:08,45.8208,44.6472,84.79,24,0,19.73
507,Nowy Dwor Gdanski,PL,2022-07-10 16:56:15,54.2131,19.1177,66.2,63,14,13.0
508,Thinadhoo,MV,2022-07-10 16:58:09,0.5333,72.9333,82.92,75,100,9.04
509,Chicama,PE,2022-07-10 16:58:09,-7.8447,-79.1469,61.34,63,93,7.16
510,Bourail,NC,2022-07-10 16:58:10,-21.5667,165.4833,73.33,83,73,7.87
511,Kilifi,KE,2022-07-10 16:58:10,-3.6305,39.8499,74.98,77,18,15.82
512,Dakar,SN,2022-07-10 16:56:05,14.6937,-17.4441,88.68,70,40,9.22
513,Curuguaty,PY,2022-07-10 16:58:11,-24.4694,-55.6945,88.66,32,85,11.07
514,Chepareria,KE,2022-07-10 16:58:11,1.3077,35.2039,62.76,87,62,2.73
515,Karasburg,NA,2022-07-10 16:58:11,-28.0167,18.75,50.65,63,98,13.62
516,Shimoda,JP,2022-07-10 16:58:12,34.6667,138.95,73.11,89,0,2.91
517,Aranos,NA,2022-07-10 16:58:12,-24.1333,19.1167,51.82,25,0,10.54
518,Muros,ES,2022-07-10 16:58:13,42.7762,-9.0603,69.71,75,73,8.5
519,High Level,CA,2022-07-10 16:58:13,58.5169,-117.136,62.71,94,100,4.61
520,Sampit,ID,2022-07-10 16:58:13,-2.5333,112.95,73.63,98,98,1.07
521,Burnie,AU,2022-07-10 16:58:14,-41.0667,145.9167,50.94,72,100,12.84
522,Alyangula,AU,2022-07-10 16:58:15,-13.8483,136.4192,65.48,78,55,8.25
523,Port Blair,IN,2022-07-10 16:58:16,11.6667,92.75,81.79,85,100,20.83
524,Taseyevo,RU,2022-07-10 16:58:16,57.2169,94.8978,60.06,98,100,3.53
525,Moose Factory,CA,2022-07-10 16:56:35,51.2585,-80.6094,60.78,88,100,4.61
526,Diapaga,BF,2022-07-10 16:58:17,12.0708,1.7889,89.02,48,85,4.79
527,Niquelandia,BR,2022-07-10 16:54:08,-14.4739,-48.4597,87.53,25,0,8.97
528,Ayacucho,PE,2022-07-10 16:58:17,-13.1583,-74.2239,62.46,45,75,3.44
529,Chabahar,IR,2022-07-10 16:58:17,25.2919,60.643,84.56,81,100,9.06
530,Dickinson,US,2022-07-10 16:58:18,29.4608,-95.0513,97.99,61,20,12.66
531,Ramhormoz,IR,2022-07-10 16:58:18,31.28,49.6035,104.23,9,0,2.1
532,Nkongsamba,CM,2022-07-10 16:58:19,4.9547,9.9404,69.37,96,82,2.08
533,Yar-Sale,RU,2022-07-10 16:58:19,66.8333,70.8333,59.94,68,71,9.66
534,Barsovo,RU,2022-07-10 16:58:19,61.1667,73.1667,71.02,70,11,6.71
535,Sipoo,FI,2022-07-10 16:58:20,60.3775,25.2691,71.1,46,20,6.91
536,Pinawa,CA,2022-07-10 16:58:20,50.1489,-95.8811,69.48,92,100,8.68
537,Sao Felix Do Xingu,BR,2022-07-10 16:58:20,-6.6447,-51.995,94.06,26,34,4.68
538,Dolinsk,RU,2022-07-10 16:58:21,47.35,142.8,59.05,97,100,4.16
539,Erdenet,MN,2022-07-10 16:58:21,49.0333,104.0833,50.59,95,100,12.62
540,Mana,GF,2022-07-10 16:58:21,5.6592,-53.7767,78.03,87,93,4.74
541,Pudem,RU,2022-07-10 16:58:22,58.3044,52.1675,71.62,72,25,4.88
542,Nelspruit,ZA,2022-07-10 16:58:22,-25.4745,30.9703,62.89,48,0,8.05
543,Zhaodong,CN,2022-07-10 16:59:22,46.0833,125.9833,64.51,89,100,5.55
544,Shitanjing,CN,2022-07-10 16:59:23,39.2342,106.3439,75.88,47,100,4.54
545,Buenos Aires,AR,2022-07-10 16:59:23,-34.6132,-58.3772,64.94,87,75,8.05
