City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descritpion
346,Ixtapa,MX,20.7,-105.2,81.63,83,75,0.0,broken clouds
347,Adelaide,AU,-34.9333,138.6,55.85,68,40,5.75,scattered clouds
348,Karasburg,NA,-28.0167,18.75,53.74,28,0,5.55,clear sky
349,College,US,64.8569,-147.8028,60.75,70,75,4.61,smoke
350,Ordzhonikidze,KZ,52.4411,61.7408,85.57,43,4,3.06,clear sky
351,Mikhaylovka,RU,50.06,43.2379,78.71,42,100,9.15,overcast clouds
352,Tiksi,RU,71.6872,128.8694,43.68,82,75,7.56,broken clouds
353,Petropavlovka,RU,50.6114,105.3196,62.49,82,97,13.53,moderate rain
354,Graham,US,47.0529,-122.2943,59.72,86,40,0.0,scattered clouds
355,Pangai,TO,-19.8,-174.35,78.39,80,18,15.05,few clouds
356,Tete,MZ,-16.1564,33.5867,73.49,56,40,5.75,scattered clouds
357,San Cristobal,VE,7.7669,-72.225,63.5,94,27,2.35,scattered clouds
358,Roald,NO,62.5833,6.1333,55.17,87,100,12.66,light rain
359,Diapaga,BF,12.0708,1.7889,80.2,73,68,12.08,broken clouds
360,Coffeyville,US,37.0373,-95.6164,73.45,72,0,3.44,clear sky
361,Port Macquarie,AU,-31.4333,152.9167,55.89,83,86,17.16,overcast clouds
362,Thinadhoo,MV,0.5333,72.9333,83.14,74,15,10.8,few clouds
363,Moron,AR,-34.6534,-58.6198,53.35,78,79,7.72,broken clouds
364,Verbilki,RU,56.5333,37.6,70.03,53,100,3.98,overcast clouds
365,Xiaoweizhai,CN,26.1903,107.5125,87.87,55,81,9.15,broken clouds
366,West Wendover,US,40.7391,-114.0733,78.01,41,0,18.41,clear sky
367,Auki,SB,-8.7676,160.7034,77.76,77,50,2.46,scattered clouds
368,Cabo San Lucas,MX,22.8909,-109.9124,86.61,73,42,6.85,scattered clouds
369,Peterhead,GB,57.5058,-1.7981,56.44,73,88,12.77,overcast clouds
370,Traverse City,US,44.7631,-85.6206,62.67,80,0,4.61,clear sky
371,Ahipara,NZ,-35.1667,173.1667,55.51,94,100,18.41,moderate rain
372,Chokwe,MZ,-24.5333,32.9833,76.26,36,0,9.28,clear sky
373,Consett,GB,54.854,-1.8316,57.36,74,28,12.1,scattered clouds
374,Malindi,KE,-3.2175,40.1191,71.76,94,75,11.5,light rain
375,Port Shepstone,ZA,-30.7414,30.455,67.51,58,0,16.42,clear sky
376,Flagstaff,US,35.1981,-111.6513,73.06,69,100,4.61,overcast clouds
377,San Quintin,MX,30.4833,-115.95,64.89,86,62,8.99,broken clouds
378,Mildura,AU,-34.2,142.15,53.08,65,1,6.42,clear sky
379,Guilin,CN,25.2819,110.2864,96.91,50,65,6.17,broken clouds
380,Plettenberg Bay,ZA,-34.0527,23.3716,60.37,70,100,15.1,light rain
381,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,40,11.5,scattered clouds
382,Komsomolskiy,UZ,40.4272,71.7189,90.32,22,0,6.91,clear sky
383,Shache,CN,38.4167,77.2406,84.67,21,100,2.13,overcast clouds
384,Souillac,MU,-20.5167,57.5167,73.78,64,75,18.41,broken clouds
385,Peleduy,RU,59.6289,112.7406,83.62,37,51,4.27,broken clouds
386,Rutland,US,43.6167,-73.0162,63.21,90,98,0.6,overcast clouds
387,Yaan,NG,7.3833,8.5667,74.53,90,100,7.34,overcast clouds
388,Huambo,AO,-12.7761,15.7392,55.2,62,2,2.3,mist
389,Mizan Teferi,ET,6.9833,35.5833,69.51,79,93,1.7,light rain
390,Tysmenytsya,UA,48.9022,24.8448,79.05,41,80,12.93,broken clouds
391,Kavaratti,IN,10.5669,72.642,81.41,84,100,20.87,overcast clouds
392,Sisimiut,GL,66.9395,-53.6735,45.79,74,3,7.63,clear sky
393,Shenzhen,CN,22.5455,114.0683,93.27,99,96,10.11,overcast clouds
394,Quesnel,CA,52.9999,-122.5029,54.1,87,100,0.0,overcast clouds
395,Halifax,CA,44.6453,-63.5724,62.49,96,12,1.14,few clouds
396,Leningradskiy,RU,69.3833,178.4167,35.8,84,100,8.86,overcast clouds
397,Sakakah,SA,29.9697,40.2064,94.57,13,6,4.07,clear sky
398,Brokopondo,SR,4.75,-55.1667,75.81,89,100,3.78,overcast clouds
399,Churapcha,RU,62.0025,132.4325,80.13,53,100,6.38,overcast clouds
400,Port Keats,AU,-14.25,129.55,80.76,23,10,6.29,clear sky
401,Kodinsk,RU,58.6881,99.1844,67.5,51,86,3.8,overcast clouds
402,Boshnyakovo,RU,49.6333,142.1667,65.26,81,100,1.63,overcast clouds
403,Atar,MR,20.5169,-13.0499,88.09,39,11,8.01,few clouds
404,Saint-Pierre,RE,-21.3393,55.4781,76.28,65,40,20.71,scattered clouds
405,Cherskiy,RU,68.75,161.3,46.83,61,4,19.75,clear sky
406,Mumbwa,ZM,-14.9783,27.0619,68.88,41,5,9.42,clear sky
407,Luanda,AO,-8.8368,13.2343,71.6,88,75,1.14,mist
408,Butembo,CD,0.15,29.2833,73.78,41,72,5.28,broken clouds
409,Acajutla,SV,13.5928,-89.8275,76.48,85,100,6.24,overcast clouds
410,Bubaque,GW,11.2833,-15.8333,79.05,84,92,12.03,moderate rain
411,Akyab,MM,20.15,92.9,84.25,78,77,17.27,broken clouds
412,Xining,CN,36.6167,101.7667,78.8,48,86,4.61,overcast clouds
413,Pedernales,DO,18.0384,-71.744,78.62,75,12,2.46,few clouds
414,Regina,CA,50.4501,-104.6178,66.18,87,100,10.36,thunderstorm with light rain
415,Hovd,MN,48.0056,91.6419,70.61,31,93,4.56,overcast clouds
416,Chandvad,IN,20.3333,74.25,77.4,76,100,13.18,light rain
417,Marondera,ZW,-18.1853,31.5519,62.08,34,2,2.19,clear sky
418,Vila Velha,BR,-20.3297,-40.2925,66.94,95,40,1.14,scattered clouds
419,Raudeberg,NO,61.9875,5.1352,50.67,77,100,11.56,overcast clouds
420,Watertown,US,42.3709,-71.1828,69.66,91,100,13.8,light rain
421,Matara,LK,5.9485,80.5353,85.19,67,33,15.37,scattered clouds
422,Zaragoza,ES,41.6561,-0.8773,81.45,43,0,4.61,clear sky
423,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,4.61,light rain
424,Baykit,RU,61.67,96.37,62.38,64,76,2.71,light rain
425,Antanifotsy,MG,-19.65,47.3167,66.16,42,0,2.98,clear sky
426,Liaocheng,CN,36.4439,115.9647,93.47,56,100,5.73,overcast clouds
427,Ancud,CL,-41.8697,-73.8203,41.23,92,95,8.01,overcast clouds
428,Manitouwadge,CA,49.1215,-85.8403,48.7,73,5,3.0,clear sky
429,Darab,IR,28.7519,54.5444,95.9,10,0,11.03,clear sky
430,Lianzhou,CN,24.7811,112.3825,93.69,58,100,3.69,overcast clouds
431,Biryusinsk,RU,55.9634,97.8235,66.85,42,87,7.11,overcast clouds
432,Hambantota,LK,6.1241,81.1185,93.54,52,40,21.85,scattered clouds
433,Howard Springs,AU,-12.497,131.047,82.98,33,6,1.97,clear sky
434,Alamosa,US,37.4695,-105.87,57.18,67,0,8.05,clear sky
435,Strezhevoy,RU,60.7333,77.5889,65.07,46,100,1.68,overcast clouds
436,Kisangani,CD,0.5167,25.2,82.06,62,95,2.3,overcast clouds
437,Houma,US,29.5958,-90.7195,78.01,93,0,0.0,clear sky
438,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,69.19,63,99,0.94,overcast clouds
439,Arcata,US,40.8665,-124.0828,57.67,82,75,1.01,broken clouds
440,Minbu,MM,20.1833,94.8833,90.66,56,97,8.61,overcast clouds
441,Hay River,CA,60.8156,-115.7999,57.18,72,34,8.05,scattered clouds
442,Rawlins,US,41.7911,-107.2387,69.69,40,75,8.05,broken clouds
443,Pacific Grove,US,36.6177,-121.9166,60.03,91,55,5.01,broken clouds
444,Puerto Escondido,MX,15.85,-97.0667,78.01,84,73,4.07,broken clouds
445,Yar-Sale,RU,66.8333,70.8333,63.55,59,100,10.71,overcast clouds
446,Oskemen,KZ,49.9565,82.6119,74.93,33,75,17.9,broken clouds
447,Kamaishi,JP,39.2667,141.8833,69.26,86,100,5.97,overcast clouds
448,Tarbes,FR,43.25,0.1667,77.47,57,0,4.61,clear sky
449,Gimli,CA,50.6336,-96.9907,71.62,73,4,11.5,clear sky
450,Yabrud,SY,33.9674,36.6574,79.99,21,0,4.79,clear sky
451,Makakilo City,US,21.3469,-158.0858,77.32,73,40,12.66,scattered clouds
452,Camargo,MX,27.6667,-105.1667,78.93,39,4,12.73,clear sky
453,Leninsk,RU,48.7119,45.1994,87.55,40,31,9.08,scattered clouds
454,Ayan,RU,56.45,138.1667,60.26,91,100,6.42,overcast clouds
455,Mahebourg,MU,-20.4081,57.7,73.69,64,75,18.41,broken clouds
456,Saint-Andre-Les-Vergers,FR,48.2853,4.0521,77.04,50,0,5.75,clear sky
457,Cilegon,ID,-6.0174,106.0538,84.45,67,93,9.53,overcast clouds
458,Ziarat,PK,30.3823,67.7282,74.23,42,9,4.41,clear sky
459,Cao Bang,VN,22.6667,106.25,93.22,52,42,5.7,scattered clouds
460,Chake Chake,TZ,-5.2459,39.7666,73.8,86,100,11.18,light rain
461,Whitianga,NZ,-36.8333,175.7,55.8,96,100,24.14,light rain
462,Port-Gentil,GA,-0.7193,8.7815,76.96,78,40,8.05,scattered clouds
463,Jos,NG,9.9167,8.9,67.3,83,98,6.08,overcast clouds
464,Honiara,SB,-9.4333,159.95,78.46,77,41,1.3,scattered clouds
465,Sola,VU,-13.8833,167.55,80.96,67,37,4.52,scattered clouds
466,Port Hardy,CA,50.6996,-127.4199,53.78,94,75,4.61,broken clouds
467,Bolu,TR,40.6667,31.5833,69.67,37,0,7.05,clear sky
468,Koboko,UG,3.4136,30.9599,77.41,47,65,6.8,broken clouds
469,Axim,GH,4.8699,-2.2405,75.16,86,100,8.34,overcast clouds
470,Guerrero Negro,MX,27.9769,-114.0611,64.24,89,7,10.38,clear sky
471,Panzhihua,CN,26.5851,101.7128,96.04,36,4,1.19,clear sky
472,Marand,IR,38.4329,45.7749,93.29,15,0,7.31,clear sky
473,Sobolevo,RU,54.4299,31.8996,58.59,89,100,4.41,overcast clouds
474,Yelizovo,RU,53.1873,158.3805,68.14,72,0,11.18,clear sky
475,Rocha,UY,-34.4833,-54.3333,47.68,87,72,13.69,broken clouds
476,Fairbanks,US,64.8378,-147.7164,60.76,70,75,4.61,smoke
477,Upernavik,GL,72.7868,-56.1549,37.74,91,30,14.23,scattered clouds
478,Forbes,AU,-33.3833,148.0167,43.34,76,1,7.67,clear sky
479,Kuteynykove,UA,47.8123,38.2882,74.98,39,52,14.45,broken clouds
480,Ternate,ID,0.8,127.4,83.62,70,65,5.17,broken clouds
481,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.49,92,20,3.04,few clouds
482,San Rafael,AR,-34.6177,-68.3301,40.12,52,5,8.16,clear sky
483,Jinchang,CN,38.4953,102.1739,84.49,38,100,11.95,overcast clouds
484,Parana,AR,-31.732,-60.5238,52.56,85,2,7.83,clear sky
485,Santa Rita,BR,-7.1139,-34.9781,72.27,100,20,5.75,few clouds
486,Najran,SA,17.4924,44.1277,90.25,16,61,11.99,broken clouds
487,Moba,CN,33.2288,105.0179,75.69,80,90,6.55,overcast clouds
488,Puri,IN,19.8,85.85,86.52,74,100,8.21,moderate rain
489,Nehe,CN,48.4833,124.8333,72.64,87,100,10.51,light rain
490,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,94,75,13.2,broken clouds
491,Pochutla,MX,15.7432,-96.4661,77.83,89,96,3.89,overcast clouds
492,Coos Bay,US,43.3665,-124.2179,56.23,100,100,3.44,overcast clouds
493,Vallenar,CL,-28.5708,-70.7581,50.68,84,100,8.43,overcast clouds
494,Hailey,US,43.5196,-114.3153,64.26,54,0,11.5,clear sky
495,Bismarck,US,46.8083,-100.7837,68.65,78,0,9.22,clear sky
496,Regidor,CO,8.6657,-73.8215,73.27,97,78,2.06,broken clouds
497,Redcar,GB,54.6166,-1.06,61.34,43,24,4.0,few clouds
498,San Jeronimo,PE,-11.9472,-75.2829,41.86,89,7,1.01,clear sky
499,Road Town,VG,18.4167,-64.6167,80.69,73,38,19.93,scattered clouds
500,Ensley,US,30.5188,-87.2728,81.63,91,75,10.36,mist
501,Pyapon,MM,16.2833,95.6833,77.92,92,100,9.8,overcast clouds
502,Filadelfia,US,39.9523,-75.1638,76.15,84,0,0.0,clear sky
503,Koudougou,BF,12.25,-2.3667,80.83,66,100,7.47,light rain
504,Mastung,PK,29.7994,66.845,87.57,30,5,6.8,clear sky
505,Tugulym,RU,57.0591,64.6425,86.32,41,0,5.41,clear sky
506,Machiques,VE,10.0644,-72.545,75.02,71,83,3.38,broken clouds
507,Shirokiy,RU,49.758,129.523,77.85,82,5,7.25,clear sky
508,Tura,IN,25.5198,90.2201,88.5,73,26,1.43,scattered clouds
509,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.41,82,100,10.58,overcast clouds
510,Severo-Kurilsk,RU,50.6789,156.125,53.92,96,97,4.99,overcast clouds
511,Marfino,RU,55.7028,37.3822,71.17,68,75,8.95,thunderstorm with light rain
512,Ibra,OM,22.6906,58.5334,99.43,31,73,1.77,broken clouds
513,Ilo,PE,-17.6394,-71.3375,57.4,82,84,3.83,broken clouds
514,Pictou,CA,45.6834,-62.7153,62.04,94,38,6.91,scattered clouds
515,Ottawa,CA,45.4112,-75.6981,64.04,88,75,4.61,broken clouds
516,Tual,ID,-5.6667,132.75,79.02,78,98,25.43,overcast clouds
517,Deyang,CN,31.1302,104.382,89.33,71,96,3.91,overcast clouds
518,Xihe,CN,31.6864,113.4659,97.66,52,72,14.92,broken clouds
519,Talas,TR,38.6908,35.5538,68.67,52,0,6.91,clear sky
520,Talnakh,RU,69.4865,88.3972,61.21,46,68,5.75,broken clouds
521,Tiznit,MA,29.5833,-9.5,85.23,28,0,2.77,clear sky
522,Gwadar,PK,25.1216,62.3254,89.91,67,9,7.54,clear sky
523,Wanning,CN,18.8003,110.3967,86.29,75,100,7.56,overcast clouds
524,Maumere,ID,-8.6199,122.2111,78.93,71,42,7.76,scattered clouds
525,Rayadrug,IN,14.7,76.8667,78.84,66,100,30.15,overcast clouds
526,Labuhan,ID,-6.8844,112.2051,82.56,74,100,13.0,moderate rain
527,Sitka,US,57.0531,-135.33,55.29,82,100,6.91,overcast clouds
528,Springfield,US,37.2153,-93.2982,72.91,76,0,4.61,clear sky
529,Lasa,IT,46.6166,10.7002,70.68,52,99,1.16,overcast clouds
530,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.41,62,100,4.5,overcast clouds
531,Fort Saint James,CA,54.4333,-124.25,48.42,77,100,1.54,overcast clouds
532,Vuktyl,RU,63.8567,57.3094,85.82,38,46,4.32,scattered clouds
533,Kampene,CD,-3.6,26.6667,82.56,54,77,2.46,broken clouds
534,Itarema,BR,-2.9248,-39.9167,76.84,83,6,13.89,clear sky
535,Payo,ID,-3.7508,103.6372,88.29,60,100,4.07,overcast clouds
536,Tungor,RU,53.3808,142.9564,59.52,82,46,14.52,scattered clouds
537,Illapel,CL,-31.6308,-71.1653,51.98,77,99,11.43,light rain
538,Marawi,PH,7.9986,124.2928,75.36,91,60,3.42,broken clouds
539,Sandwick,GB,60.0,-1.25,49.82,87,75,12.66,light intensity drizzle
540,Novopokrovka,UA,49.8425,36.5477,64.22,77,90,10.56,light rain
541,Piacabucu,BR,-10.4056,-36.4344,72.28,84,36,8.37,scattered clouds
542,Bamako,ML,12.65,-8.0,77.41,83,20,2.3,few clouds
543,Karur,IN,10.95,78.0833,93.06,37,97,30.0,overcast clouds
544,Haines Junction,CA,60.7522,-137.5108,51.75,76,30,1.14,scattered clouds
545,Karasjok,NO,69.4719,25.5112,62.22,92,100,6.67,overcast clouds
546,Dwarka,IN,22.2394,68.9678,85.53,76,59,5.44,broken clouds
547,Biak,ID,-0.9131,122.8766,74.16,93,100,5.3,moderate rain
548,Ara,IN,25.5667,84.6667,96.69,30,50,20.13,scattered clouds
549,Kloulklubed,PW,7.0419,134.2556,81.1,69,67,5.95,moderate rain
550,Dharmanagar,IN,24.3667,92.1667,100.02,44,24,1.54,few clouds
551,Lazaro Cardenas,MX,17.9583,-102.2,77.74,89,99,3.69,overcast clouds
552,Kidal,ML,18.4411,1.4078,88.9,40,88,21.03,overcast clouds
553,Te Anau,NZ,-45.4167,167.7167,37.96,97,90,4.43,overcast clouds
554,Gornyak,RU,50.9942,81.4661,73.44,36,18,7.49,few clouds
555,Phan Thiet,VN,10.9333,108.1,88.27,62,93,15.14,overcast clouds
556,Morro Bay,US,35.3658,-120.8499,64.13,84,28,3.0,scattered clouds
557,Saint Monans,GB,56.2065,-2.7682,57.31,76,75,9.22,broken clouds
558,Codrington,AU,-38.2667,141.9667,49.14,82,21,4.29,few clouds
559,Khash,IR,28.2211,61.2158,93.04,8,0,19.22,clear sky
560,Ulaangom,MN,49.9811,92.0667,53.55,67,100,8.14,light rain
561,Alihe,CN,50.5667,123.7167,75.96,66,100,6.98,overcast clouds
562,Vao,NC,-22.6667,167.4833,72.46,67,100,26.42,overcast clouds
563,Lima,PE,-12.0432,-77.0282,59.25,84,100,13.8,overcast clouds
564,Maykor,RU,59.0059,55.88,80.19,58,83,5.08,broken clouds
565,Madang,PG,-5.2246,145.7966,80.44,85,100,5.48,overcast clouds
566,Pyu,MM,18.4833,96.4333,83.48,84,90,9.08,overcast clouds
567,Cordoba,AR,-31.4135,-64.1811,56.19,67,0,8.05,clear sky
568,Rancho Palos Verdes,US,33.7445,-118.387,66.0,91,87,1.99,overcast clouds
569,Petatlan,MX,17.5167,-101.2667,76.91,88,100,3.0,overcast clouds
570,Fereydun Kenar,IR,36.6864,52.5225,88.02,66,0,6.91,clear sky
571,Ondo,NG,7.1,4.8333,73.67,94,100,3.38,light rain
572,Bloomington,US,44.8408,-93.2983,65.1,87,0,5.75,clear sky
573,Jawhar,SO,2.7809,45.5005,82.51,63,100,19.33,light rain
574,Rabo De Peixe,PT,37.8,-25.5833,68.27,86,40,5.75,scattered clouds
575,Flin Flon,CA,54.7682,-101.865,65.37,94,100,9.35,overcast clouds
576,Xinmin,CN,41.9908,122.8253,84.99,59,2,5.37,clear sky
577,Manica,FR,49.0,-1.1667,70.83,53,79,5.64,broken clouds
578,Nyagan,RU,62.1406,65.3936,86.7,35,11,6.24,few clouds
579,Krasnoselkup,RU,65.7,82.4667,63.54,46,96,11.1,overcast clouds
580,Englewood,US,39.6478,-104.9878,77.09,45,40,8.05,scattered clouds
581,Borogontsy,RU,62.6683,131.1683,79.79,54,100,5.44,overcast clouds
582,Tadine,NC,-21.55,167.8833,70.95,87,92,6.44,light rain
583,Tournai,BE,50.6072,3.3893,72.97,74,66,6.85,broken clouds
584,Tilichiki,RU,60.4667,166.1,64.98,78,41,2.35,scattered clouds
585,Mier,MX,26.4333,-99.15,82.24,72,1,10.07,clear sky
586,Rock Springs,US,41.5875,-109.2029,69.24,52,0,11.01,clear sky
587,Thunder Bay,CA,48.4001,-89.3168,49.98,93,40,3.44,scattered clouds
588,San Buenaventura,MX,27.0833,-101.5333,81.61,57,3,2.35,clear sky
589,Juntas,CR,10.2809,-84.9595,73.22,95,100,2.13,overcast clouds
590,Nioro,GM,13.35,-15.75,78.49,81,100,4.9,overcast clouds
591,West Plains,US,36.7281,-91.8524,70.92,78,0,0.0,clear sky
592,Placido De Castro,BR,-10.3353,-67.1856,74.86,79,100,1.14,overcast clouds
593,Huarmey,PE,-10.0681,-78.1522,60.33,88,82,10.4,broken clouds
594,Usak,TR,38.5,29.4167,73.38,38,0,15.43,clear sky
595,Anito,PH,12.4497,125.2886,85.75,70,44,6.35,scattered clouds
596,Riachao,BR,-7.3619,-46.6172,71.24,67,8,6.76,clear sky
597,Le Port,RE,-20.9373,55.2919,76.6,70,38,2.77,scattered clouds
598,Casino,AU,-28.8667,153.05,57.78,82,3,4.09,clear sky
599,Naron,ES,43.5167,-8.1528,89.04,49,96,6.46,overcast clouds
600,Tabou,CI,4.423,-7.3528,75.52,81,100,7.78,overcast clouds
601,Ranong,TH,9.9658,98.6348,84.13,82,96,12.64,light rain
602,Oranjemund,NA,-28.55,16.4333,57.33,63,0,10.51,clear sky
603,Cayenne,GF,4.9333,-52.3333,75.24,1,100,0.0,light rain
604,Sergeyevka,KZ,53.88,67.4158,80.96,47,5,4.63,clear sky
605,General Roca,AR,-39.0333,-67.5833,38.62,83,100,18.7,light rain
606,Estevan,CA,49.1334,-102.9842,70.14,88,75,9.22,broken clouds
607,Pasaco,GT,13.9772,-90.2064,72.54,88,100,5.35,overcast clouds
608,Hwange,ZW,-18.3693,26.5019,70.79,33,8,3.6,clear sky
609,Port Augusta,AU,-32.5,137.7667,51.03,62,0,5.3,clear sky
610,Sawakin,SD,19.1059,37.3321,100.87,33,99,11.56,overcast clouds
611,San Carlos De Bariloche,AR,-41.1456,-71.3082,29.95,93,100,3.36,light snow
612,Stanger,ZA,-29.3282,31.2895,66.09,30,0,3.18,clear sky
613,Teahupoo,PF,-17.8333,-149.2667,67.96,77,35,21.47,light rain
614,Wufeng,CN,27.45,104.8333,82.35,53,11,9.89,few clouds
615,Aldan,RU,58.6031,125.3894,74.95,58,91,4.38,overcast clouds
616,Alma,CA,48.5501,-71.6491,56.41,100,100,2.3,overcast clouds
617,Viedma,AR,-40.8135,-62.9967,43.38,82,100,10.16,overcast clouds
618,Skjervoy,NO,70.0311,20.9714,60.8,88,83,6.08,broken clouds
619,Port Blair,IN,11.6667,92.75,75.24,94,100,34.52,heavy intensity rain
620,Lucapa,AO,-8.4192,20.7447,76.15,25,7,9.69,clear sky
621,Joshimath,IN,30.5667,79.5667,78.04,76,78,7.11,broken clouds
622,Svetlaya,RU,46.5389,138.3297,62.06,99,100,6.44,overcast clouds
623,Kudahuvadhoo,MV,2.6708,72.8944,82.83,74,85,10.45,overcast clouds
624,Trincomalee,LK,8.5711,81.2335,92.01,47,88,23.87,overcast clouds
625,Choix,MX,26.7092,-108.3219,76.3,84,100,4.54,overcast clouds
626,Pimentel,PE,-6.8367,-79.9342,61.95,85,99,13.71,overcast clouds
627,Verkhnyaya Inta,RU,65.9811,60.3094,80.42,50,63,3.71,broken clouds
628,Padang,ID,-0.9492,100.3543,89.65,78,99,4.34,overcast clouds
629,Songjianghe,CN,42.1859,127.479,67.48,93,10,6.78,clear sky
630,Canon City,US,38.441,-105.2424,75.51,34,0,14.97,clear sky
631,Tshikapa,CD,-6.4167,20.8,84.56,22,30,8.08,scattered clouds
632,Mayumba,GA,-3.432,10.6554,73.08,77,84,7.29,broken clouds
633,Wana,PK,32.2989,69.5725,83.89,54,7,12.17,clear sky
634,Trelew,AR,-43.249,-65.3051,40.96,68,100,7.99,overcast clouds
635,Spirit River,CA,55.7833,-118.8361,50.43,53,34,10.76,scattered clouds
636,Azul,AR,-36.777,-59.8585,43.34,89,100,7.23,overcast clouds
637,Meulaboh,ID,4.1363,96.1285,86.7,66,5,11.18,clear sky
638,Camana,PE,-16.6228,-72.7111,57.88,84,69,5.5,broken clouds
639,Praia,CV,14.9215,-23.5087,73.94,68,75,13.8,broken clouds
640,Torbay,CA,47.6666,-52.7314,64.58,92,100,14.97,overcast clouds
641,Atyrau,KZ,47.1167,51.8833,98.62,19,0,20.13,clear sky
642,Okhotsk,RU,59.3833,143.3,65.77,86,61,8.95,broken clouds
643,Sangueya,GN,10.7,-14.3667,76.75,92,100,3.6,light rain
644,Garmsar,IR,35.2182,52.3409,93.87,13,0,11.45,clear sky
645,Vanimo,PG,-2.6741,141.3028,81.48,76,100,3.8,overcast clouds
646,Sokoni,TZ,-6.4333,39.55,74.55,84,98,11.86,light rain
647,Dongying,CN,37.4564,118.4856,92.43,53,98,7.99,overcast clouds
648,Wattegama,LK,6.7989,81.4808,96.4,32,56,14.38,broken clouds
649,Callaguip,PH,18.0714,120.4867,86.02,79,75,13.8,moderate rain
650,Upala,CR,10.8979,-85.0145,73.49,97,100,2.44,overcast clouds
651,Totness,SR,5.8833,-56.3167,75.97,91,100,4.85,overcast clouds
652,Canyon Lake,US,29.8752,-98.2625,82.9,73,5,10.0,clear sky
653,Iranshahr,IR,27.2025,60.6848,104.34,11,4,4.61,clear sky
654,Harindanga,IN,22.0383,88.3214,82.71,83,100,16.78,overcast clouds
655,Uray,RU,60.1247,64.7758,87.58,36,5,8.14,clear sky
656,Opuwo,NA,-18.0607,13.84,66.52,30,0,12.48,clear sky
657,San Pedro,PH,14.35,121.0167,88.83,72,40,16.11,scattered clouds
658,Arman,RU,59.7,150.1667,82.02,74,79,4.03,broken clouds
659,Rodeo,US,38.033,-122.2669,63.09,87,0,11.5,clear sky
660,Labuan,MY,5.2767,115.2417,86.36,70,20,5.01,few clouds
661,Prattville,US,32.464,-86.4597,74.77,97,0,0.0,clear sky
662,Henties Bay,NA,-22.116,14.2845,60.33,71,0,7.29,clear sky
663,Qurbus,TN,36.8167,10.5687,82.74,52,0,2.91,clear sky
664,Vaxjo,SE,56.8777,14.8091,60.85,43,75,13.8,broken clouds
665,Bud,US,39.447,-86.1758,68.47,97,0,3.29,clear sky
666,Novo Mesto,SI,45.804,15.1689,80.2,46,25,1.21,scattered clouds
667,Koumac,NC,-20.5667,164.2833,72.23,59,100,11.65,overcast clouds
668,Catamarca,AR,-28.4696,-65.7852,63.59,53,0,1.01,clear sky
669,Nedjo,ET,9.5046,35.5019,61.7,91,100,1.83,light rain
670,Jaggayyapeta,IN,16.9,80.1,81.61,73,100,16.31,overcast clouds
671,Arlit,NE,18.7369,7.3853,97.74,9,5,12.71,clear sky
672,Shimoda,JP,34.6667,138.95,79.16,89,100,7.85,overcast clouds
673,Banjarmasin,ID,-3.3244,114.591,86.14,83,100,3.49,overcast clouds
674,Bedesa,ET,8.9,40.7833,68.41,70,100,3.8,overcast clouds
675,Nova Ushytsya,UA,48.8372,27.2743,70.7,59,88,16.06,overcast clouds
676,Jumla,NP,29.2747,82.1838,74.1,69,87,6.15,overcast clouds
677,Kuching,MY,1.55,110.3333,88.02,70,40,5.01,scattered clouds
678,Taguatinga,BR,-12.3857,-46.5711,70.07,50,74,6.29,broken clouds
679,Sinjar,IQ,36.3209,41.8754,99.34,16,0,8.14,clear sky
680,Eureka,US,40.8021,-124.1637,57.67,82,89,4.0,overcast clouds
681,Yeniseysk,RU,58.4497,92.1703,64.54,45,77,7.87,broken clouds
682,Tezu,IN,27.9167,96.1667,99.37,45,2,2.73,clear sky
683,Warren,US,39.4334,-84.1666,69.94,87,0,0.0,clear sky
684,Sedan,FR,49.6667,5.0,75.72,48,99,1.48,overcast clouds
685,Hun,LY,29.1268,15.9477,79.36,46,0,8.68,clear sky
686,Novoorsk,RU,51.381,58.9813,92.05,30,0,6.8,clear sky
